transaction_id,product_id,quantity,product_name,category,cost_price,selling_price,customer_id,transaction_date,revenue,profit,month
22,5,2,Olive Oil,Grocery,1.98,2.61,309,6/18/2024,5.22,1.26,2024-06
23,9,3,Eggs,Dairy,6.21,8.36,258,2/3/2024,25.08,6.45,2024-02
23,15,2,Soft Drinks,Beverages,2.23,2.72,258,2/3/2024,5.44,0.98,2024-02
23,10,1,Apples,Fruits,7.23,9.99,258,2/3/2024,9.99,2.76,2024-02
24,15,3,Soft Drinks,Beverages,2.23,2.72,344,9/7/2024,8.16,1.47,2024-09
24,1,1,Milk,Dairy,4.06,5.17,344,9/7/2024,5.17,1.11,2024-09
24,4,2,Yogurt,Dairy,6.19,8.5,344,9/7/2024,17,4.62,2024-09
25,7,3,Rice,Grocery,1.05,1.32,492,9/3/2024,3.96,0.81,2024-09
25,13,3,Butter,Dairy,8.41,11.82,492,9/3/2024,35.46,10.23,2024-09
25,11,1,Coffee,Beverages,0.7,1.06,492,9/3/2024,1.06,0.36,2024-09
25,4,1,Yogurt,Dairy,6.19,8.5,492,9/3/2024,8.5,2.31,2024-09
25,7,3,Rice,Grocery,1.05,1.32,492,9/3/2024,3.96,0.81,2024-09
26,6,2,Pasta,Grocery,1.98,2.86,414,9/25/2024,5.72,1.76,2024-09
26,10,1,Apples,Fruits,7.23,9.99,414,9/25/2024,9.99,2.76,2024-09
26,14,1,Juice,Beverages,2.52,3.62,414,9/25/2024,3.62,1.1,2024-09
27,6,2,Pasta,Grocery,1.98,2.86,294,5/20/2024,5.72,1.76,2024-05
27,14,3,Juice,Beverages,2.52,3.62,294,5/20/2024,10.86,3.3,2024-05
27,10,3,Apples,Fruits,7.23,9.99,294,5/20/2024,29.97,8.28,2024-05
27,12,1,Sugar,Grocery,9.71,12.43,294,5/20/2024,12.43,2.72,2024-05
27,7,2,Rice,Grocery,1.05,1.32,294,5/20/2024,2.64,0.54,2024-05
28,1,1,Milk,Dairy,4.06,5.17,386,9/30/2024,5.17,1.11,2024-09
29,14,1,Juice,Beverages,2.52,3.62,192,4/5/2024,3.62,1.1,2024-04
29,4,1,Yogurt,Dairy,6.19,8.5,192,4/5/2024,8.5,2.31,2024-04
29,9,3,Eggs,Dairy,6.21,8.36,192,4/5/2024,25.08,6.45,2024-04
30,9,2,Eggs,Dairy,6.21,8.36,444,8/14/2024,16.72,4.3,2024-08
30,5,1,Olive Oil,Grocery,1.98,2.61,444,8/14/2024,2.61,0.63,2024-08
30,3,2,Feta Cheese,Dairy,7.45,10.5,444,8/14/2024,21,6.1,2024-08
31,8,3,Chicken,Meat,8.73,11.5,277,2/8/2024,34.5,8.31,2024-02
31,11,2,Coffee,Beverages,0.7,1.06,277,2/8/2024,2.12,0.72,2024-02
31,8,1,Chicken,Meat,8.73,11.5,277,2/8/2024,11.5,2.77,2024-02
31,4,1,Yogurt,Dairy,6.19,8.5,277,2/8/2024,8.5,2.31,2024-02
32,10,2,Apples,Fruits,7.23,9.99,161,10/28/2024,19.98,5.52,2024-10
33,3,1,Feta Cheese,Dairy,7.45,10.5,460,1/29/2024,10.5,3.05,2024-01
33,5,1,Olive Oil,Grocery,1.98,2.61,460,1/29/2024,2.61,0.63,2024-01
34,11,1,Coffee,Beverages,0.7,1.06,314,11/13/2024,1.06,0.36,2024-11
35,2,2,Bread,Bakery,9.53,12.6,22,9/1/2024,25.2,6.14,2024-09
35,7,1,Rice,Grocery,1.05,1.32,22,9/1/2024,1.32,0.27,2024-09
36,1,3,Milk,Dairy,4.06,5.17,253,8/23/2024,15.51,3.33,2024-08
37,5,2,Olive Oil,Grocery,1.98,2.61,236,7/3/2024,5.22,1.26,2024-07
37,6,3,Pasta,Grocery,1.98,2.86,236,7/3/2024,8.58,2.64,2024-07
38,7,3,Rice,Grocery,1.05,1.32,345,9/28/2024,3.96,0.81,2024-09
38,8,3,Chicken,Meat,8.73,11.5,345,9/28/2024,34.5,8.31,2024-09
38,1,3,Milk,Dairy,4.06,5.17,345,9/28/2024,15.51,3.33,2024-09
38,6,1,Pasta,Grocery,1.98,2.86,345,9/28/2024,2.86,0.88,2024-09
39,2,2,Bread,Bakery,9.53,12.6,49,8/23/2024,25.2,6.14,2024-08
39,6,3,Pasta,Grocery,1.98,2.86,49,8/23/2024,8.58,2.64,2024-08
39,15,1,Soft Drinks,Beverages,2.23,2.72,49,8/23/2024,2.72,0.49,2024-08
39,9,3,Eggs,Dairy,6.21,8.36,49,8/23/2024,25.08,6.45,2024-08
40,3,3,Feta Cheese,Dairy,7.45,10.5,475,8/26/2024,31.5,9.15,2024-08
40,4,3,Yogurt,Dairy,6.19,8.5,475,8/26/2024,25.5,6.93,2024-08
40,10,3,Apples,Fruits,7.23,9.99,475,8/26/2024,29.97,8.28,2024-08
40,15,3,Soft Drinks,Beverages,2.23,2.72,475,8/26/2024,8.16,1.47,2024-08
40,4,3,Yogurt,Dairy,6.19,8.5,475,8/26/2024,25.5,6.93,2024-08
41,9,1,Eggs,Dairy,6.21,8.36,59,9/22/2024,8.36,2.15,2024-09
41,8,3,Chicken,Meat,8.73,11.5,59,9/22/2024,34.5,8.31,2024-09
41,2,1,Bread,Bakery,9.53,12.6,59,9/22/2024,12.6,3.07,2024-09
41,11,1,Coffee,Beverages,0.7,1.06,59,9/22/2024,1.06,0.36,2024-09
42,2,3,Bread,Bakery,9.53,12.6,170,12/24/2024,37.8,9.21,2024-12
43,3,3,Feta Cheese,Dairy,7.45,10.5,476,12/5/2024,31.5,9.15,2024-12
43,12,2,Sugar,Grocery,9.71,12.43,476,12/5/2024,24.86,5.44,2024-12
44,4,1,Yogurt,Dairy,6.19,8.5,188,3/5/2024,8.5,2.31,2024-03
45,1,2,Milk,Dairy,4.06,5.17,464,6/25/2024,10.34,2.22,2024-06
45,12,1,Sugar,Grocery,9.71,12.43,464,6/25/2024,12.43,2.72,2024-06
46,11,3,Coffee,Beverages,0.7,1.06,271,1/3/2024,3.18,1.08,2024-01
46,9,1,Eggs,Dairy,6.21,8.36,271,1/3/2024,8.36,2.15,2024-01
46,3,3,Feta Cheese,Dairy,7.45,10.5,271,1/3/2024,31.5,9.15,2024-01
46,3,2,Feta Cheese,Dairy,7.45,10.5,271,1/3/2024,21,6.1,2024-01
46,8,1,Chicken,Meat,8.73,11.5,271,1/3/2024,11.5,2.77,2024-01
47,11,1,Coffee,Beverages,0.7,1.06,190,5/21/2024,1.06,0.36,2024-05
47,8,2,Chicken,Meat,8.73,11.5,190,5/21/2024,23,5.54,2024-05
47,8,2,Chicken,Meat,8.73,11.5,190,5/21/2024,23,5.54,2024-05
47,3,2,Feta Cheese,Dairy,7.45,10.5,190,5/21/2024,21,6.1,2024-05
48,3,1,Feta Cheese,Dairy,7.45,10.5,446,6/6/2024,10.5,3.05,2024-06
49,2,2,Bread,Bakery,9.53,12.6,175,11/19/2024,25.2,6.14,2024-11
49,2,2,Bread,Bakery,9.53,12.6,175,11/19/2024,25.2,6.14,2024-11
49,6,3,Pasta,Grocery,1.98,2.86,175,11/19/2024,8.58,2.64,2024-11
49,13,1,Butter,Dairy,8.41,11.82,175,11/19/2024,11.82,3.41,2024-11
49,4,1,Yogurt,Dairy,6.19,8.5,175,11/19/2024,8.5,2.31,2024-11
50,1,2,Milk,Dairy,4.06,5.17,446,5/25/2024,10.34,2.22,2024-05
50,5,3,Olive Oil,Grocery,1.98,2.61,446,5/25/2024,7.83,1.89,2024-05
50,3,1,Feta Cheese,Dairy,7.45,10.5,446,5/25/2024,10.5,3.05,2024-05
50,1,3,Milk,Dairy,4.06,5.17,446,5/25/2024,15.51,3.33,2024-05
51,6,3,Pasta,Grocery,1.98,2.86,51,10/19/2024,8.58,2.64,2024-10
51,6,2,Pasta,Grocery,1.98,2.86,51,10/19/2024,5.72,1.76,2024-10
51,14,2,Juice,Beverages,2.52,3.62,51,10/19/2024,7.24,2.2,2024-10
52,3,2,Feta Cheese,Dairy,7.45,10.5,364,6/1/2024,21,6.1,2024-06
52,8,3,Chicken,Meat,8.73,11.5,364,6/1/2024,34.5,8.31,2024-06
52,11,2,Coffee,Beverages,0.7,1.06,364,6/1/2024,2.12,0.72,2024-06
52,5,2,Olive Oil,Grocery,1.98,2.61,364,6/1/2024,5.22,1.26,2024-06
52,1,3,Milk,Dairy,4.06,5.17,364,6/1/2024,15.51,3.33,2024-06
53,5,1,Olive Oil,Grocery,1.98,2.61,55,7/11/2024,2.61,0.63,2024-07
54,4,3,Yogurt,Dairy,6.19,8.5,244,3/13/2024,25.5,6.93,2024-03
54,1,1,Milk,Dairy,4.06,5.17,244,3/13/2024,5.17,1.11,2024-03
54,12,2,Sugar,Grocery,9.71,12.43,244,3/13/2024,24.86,5.44,2024-03
55,14,1,Juice,Beverages,2.52,3.62,320,10/31/2024,3.62,1.1,2024-10
55,6,3,Pasta,Grocery,1.98,2.86,320,10/31/2024,8.58,2.64,2024-10
55,12,1,Sugar,Grocery,9.71,12.43,320,10/31/2024,12.43,2.72,2024-10
55,5,1,Olive Oil,Grocery,1.98,2.61,320,10/31/2024,2.61,0.63,2024-10
55,1,2,Milk,Dairy,4.06,5.17,320,10/31/2024,10.34,2.22,2024-10
56,15,3,Soft Drinks,Beverages,2.23,2.72,131,12/9/2024,8.16,1.47,2024-12
56,12,1,Sugar,Grocery,9.71,12.43,131,12/9/2024,12.43,2.72,2024-12
56,4,3,Yogurt,Dairy,6.19,8.5,131,12/9/2024,25.5,6.93,2024-12
56,13,1,Butter,Dairy,8.41,11.82,131,12/9/2024,11.82,3.41,2024-12
56,7,1,Rice,Grocery,1.05,1.32,131,12/9/2024,1.32,0.27,2024-12
57,2,1,Bread,Bakery,9.53,12.6,485,5/19/2024,12.6,3.07,2024-05
57,10,3,Apples,Fruits,7.23,9.99,485,5/19/2024,29.97,8.28,2024-05
57,6,2,Pasta,Grocery,1.98,2.86,485,5/19/2024,5.72,1.76,2024-05
58,8,2,Chicken,Meat,8.73,11.5,307,7/5/2024,23,5.54,2024-07
58,8,2,Chicken,Meat,8.73,11.5,307,7/5/2024,23,5.54,2024-07
58,15,2,Soft Drinks,Beverages,2.23,2.72,307,7/5/2024,5.44,0.98,2024-07
59,15,3,Soft Drinks,Beverages,2.23,2.72,135,10/19/2024,8.16,1.47,2024-10
59,10,2,Apples,Fruits,7.23,9.99,135,10/19/2024,19.98,5.52,2024-10
60,1,1,Milk,Dairy,4.06,5.17,21,3/1/2024,5.17,1.11,2024-03
60,9,3,Eggs,Dairy,6.21,8.36,21,3/1/2024,25.08,6.45,2024-03
61,10,3,Apples,Fruits,7.23,9.99,329,7/16/2024,29.97,8.28,2024-07
61,10,3,Apples,Fruits,7.23,9.99,329,7/16/2024,29.97,8.28,2024-07
61,2,1,Bread,Bakery,9.53,12.6,329,7/16/2024,12.6,3.07,2024-07
61,8,1,Chicken,Meat,8.73,11.5,329,7/16/2024,11.5,2.77,2024-07
61,12,2,Sugar,Grocery,9.71,12.43,329,7/16/2024,24.86,5.44,2024-07
62,4,1,Yogurt,Dairy,6.19,8.5,167,10/21/2024,8.5,2.31,2024-10
63,1,2,Milk,Dairy,4.06,5.17,274,11/14/2024,10.34,2.22,2024-11
63,14,3,Juice,Beverages,2.52,3.62,274,11/14/2024,10.86,3.3,2024-11
63,7,3,Rice,Grocery,1.05,1.32,274,11/14/2024,3.96,0.81,2024-11
63,12,2,Sugar,Grocery,9.71,12.43,274,11/14/2024,24.86,5.44,2024-11
64,7,3,Rice,Grocery,1.05,1.32,388,10/28/2024,3.96,0.81,2024-10
64,6,3,Pasta,Grocery,1.98,2.86,388,10/28/2024,8.58,2.64,2024-10
65,10,3,Apples,Fruits,7.23,9.99,89,12/9/2024,29.97,8.28,2024-12
66,6,2,Pasta,Grocery,1.98,2.86,316,1/11/2024,5.72,1.76,2024-01
66,10,2,Apples,Fruits,7.23,9.99,316,1/11/2024,19.98,5.52,2024-01
66,1,2,Milk,Dairy,4.06,5.17,316,1/11/2024,10.34,2.22,2024-01
66,6,3,Pasta,Grocery,1.98,2.86,316,1/11/2024,8.58,2.64,2024-01
66,6,3,Pasta,Grocery,1.98,2.86,316,1/11/2024,8.58,2.64,2024-01
67,5,1,Olive Oil,Grocery,1.98,2.61,14,3/2/2024,2.61,0.63,2024-03
67,8,1,Chicken,Meat,8.73,11.5,14,3/2/2024,11.5,2.77,2024-03
67,12,1,Sugar,Grocery,9.71,12.43,14,3/2/2024,12.43,2.72,2024-03
67,7,2,Rice,Grocery,1.05,1.32,14,3/2/2024,2.64,0.54,2024-03
68,4,2,Yogurt,Dairy,6.19,8.5,242,11/28/2024,17,4.62,2024-11
68,15,3,Soft Drinks,Beverages,2.23,2.72,242,11/28/2024,8.16,1.47,2024-11
68,7,1,Rice,Grocery,1.05,1.32,242,11/28/2024,1.32,0.27,2024-11
68,2,2,Bread,Bakery,9.53,12.6,242,11/28/2024,25.2,6.14,2024-11
68,14,3,Juice,Beverages,2.52,3.62,242,11/28/2024,10.86,3.3,2024-11
69,8,3,Chicken,Meat,8.73,11.5,265,8/13/2024,34.5,8.31,2024-08
70,12,2,Sugar,Grocery,9.71,12.43,346,6/1/2024,24.86,5.44,2024-06
70,7,2,Rice,Grocery,1.05,1.32,346,6/1/2024,2.64,0.54,2024-06
70,5,2,Olive Oil,Grocery,1.98,2.61,346,6/1/2024,5.22,1.26,2024-06
71,14,3,Juice,Beverages,2.52,3.62,53,7/17/2024,10.86,3.3,2024-07
71,15,1,Soft Drinks,Beverages,2.23,2.72,53,7/17/2024,2.72,0.49,2024-07
71,12,1,Sugar,Grocery,9.71,12.43,53,7/17/2024,12.43,2.72,2024-07
71,1,2,Milk,Dairy,4.06,5.17,53,7/17/2024,10.34,2.22,2024-07
71,10,1,Apples,Fruits,7.23,9.99,53,7/17/2024,9.99,2.76,2024-07
72,14,2,Juice,Beverages,2.52,3.62,386,2/21/2024,7.24,2.2,2024-02
72,9,1,Eggs,Dairy,6.21,8.36,386,2/21/2024,8.36,2.15,2024-02
73,1,1,Milk,Dairy,4.06,5.17,340,9/16/2024,5.17,1.11,2024-09
73,7,3,Rice,Grocery,1.05,1.32,340,9/16/2024,3.96,0.81,2024-09
73,5,2,Olive Oil,Grocery,1.98,2.61,340,9/16/2024,5.22,1.26,2024-09
73,13,3,Butter,Dairy,8.41,11.82,340,9/16/2024,35.46,10.23,2024-09
73,3,2,Feta Cheese,Dairy,7.45,10.5,340,9/16/2024,21,6.1,2024-09
74,5,2,Olive Oil,Grocery,1.98,2.61,92,2/28/2024,5.22,1.26,2024-02
74,9,1,Eggs,Dairy,6.21,8.36,92,2/28/2024,8.36,2.15,2024-02
74,14,1,Juice,Beverages,2.52,3.62,92,2/28/2024,3.62,1.1,2024-02
75,14,2,Juice,Beverages,2.52,3.62,367,3/12/2024,7.24,2.2,2024-03
76,5,2,Olive Oil,Grocery,1.98,2.61,444,5/27/2024,5.22,1.26,2024-05
76,10,1,Apples,Fruits,7.23,9.99,444,5/27/2024,9.99,2.76,2024-05
76,7,1,Rice,Grocery,1.05,1.32,444,5/27/2024,1.32,0.27,2024-05
76,14,2,Juice,Beverages,2.52,3.62,444,5/27/2024,7.24,2.2,2024-05
77,7,2,Rice,Grocery,1.05,1.32,455,12/14/2024,2.64,0.54,2024-12
77,10,2,Apples,Fruits,7.23,9.99,455,12/14/2024,19.98,5.52,2024-12
77,5,2,Olive Oil,Grocery,1.98,2.61,455,12/14/2024,5.22,1.26,2024-12
77,4,3,Yogurt,Dairy,6.19,8.5,455,12/14/2024,25.5,6.93,2024-12
77,10,2,Apples,Fruits,7.23,9.99,455,12/14/2024,19.98,5.52,2024-12
78,10,1,Apples,Fruits,7.23,9.99,428,3/3/2024,9.99,2.76,2024-03
78,8,1,Chicken,Meat,8.73,11.5,428,3/3/2024,11.5,2.77,2024-03
78,13,3,Butter,Dairy,8.41,11.82,428,3/3/2024,35.46,10.23,2024-03
79,1,3,Milk,Dairy,4.06,5.17,264,11/5/2024,15.51,3.33,2024-11
79,4,2,Yogurt,Dairy,6.19,8.5,264,11/5/2024,17,4.62,2024-11
80,12,1,Sugar,Grocery,9.71,12.43,431,8/30/2024,12.43,2.72,2024-08
80,1,1,Milk,Dairy,4.06,5.17,431,8/30/2024,5.17,1.11,2024-08
80,3,3,Feta Cheese,Dairy,7.45,10.5,431,8/30/2024,31.5,9.15,2024-08
81,12,3,Sugar,Grocery,9.71,12.43,35,11/25/2024,37.29,8.16,2024-11
81,1,1,Milk,Dairy,4.06,5.17,35,11/25/2024,5.17,1.11,2024-11
81,8,2,Chicken,Meat,8.73,11.5,35,11/25/2024,23,5.54,2024-11
81,11,1,Coffee,Beverages,0.7,1.06,35,11/25/2024,1.06,0.36,2024-11
81,13,3,Butter,Dairy,8.41,11.82,35,11/25/2024,35.46,10.23,2024-11
82,13,3,Butter,Dairy,8.41,11.82,206,4/16/2024,35.46,10.23,2024-04
82,2,3,Bread,Bakery,9.53,12.6,206,4/16/2024,37.8,9.21,2024-04
83,10,1,Apples,Fruits,7.23,9.99,81,8/13/2024,9.99,2.76,2024-08
84,10,2,Apples,Fruits,7.23,9.99,420,11/8/2024,19.98,5.52,2024-11
84,14,2,Juice,Beverages,2.52,3.62,420,11/8/2024,7.24,2.2,2024-11
85,9,3,Eggs,Dairy,6.21,8.36,50,8/5/2024,25.08,6.45,2024-08
85,4,2,Yogurt,Dairy,6.19,8.5,50,8/5/2024,17,4.62,2024-08
85,5,2,Olive Oil,Grocery,1.98,2.61,50,8/5/2024,5.22,1.26,2024-08
86,11,1,Coffee,Beverages,0.7,1.06,360,8/28/2024,1.06,0.36,2024-08
86,8,1,Chicken,Meat,8.73,11.5,360,8/28/2024,11.5,2.77,2024-08
86,5,1,Olive Oil,Grocery,1.98,2.61,360,8/28/2024,2.61,0.63,2024-08
86,9,2,Eggs,Dairy,6.21,8.36,360,8/28/2024,16.72,4.3,2024-08
86,5,1,Olive Oil,Grocery,1.98,2.61,360,8/28/2024,2.61,0.63,2024-08
87,1,3,Milk,Dairy,4.06,5.17,388,9/15/2024,15.51,3.33,2024-09
87,4,2,Yogurt,Dairy,6.19,8.5,388,9/15/2024,17,4.62,2024-09
87,1,3,Milk,Dairy,4.06,5.17,388,9/15/2024,15.51,3.33,2024-09
88,12,1,Sugar,Grocery,9.71,12.43,2,9/18/2024,12.43,2.72,2024-09
88,7,1,Rice,Grocery,1.05,1.32,2,9/18/2024,1.32,0.27,2024-09
88,7,1,Rice,Grocery,1.05,1.32,2,9/18/2024,1.32,0.27,2024-09
88,3,1,Feta Cheese,Dairy,7.45,10.5,2,9/18/2024,10.5,3.05,2024-09
88,14,1,Juice,Beverages,2.52,3.62,2,9/18/2024,3.62,1.1,2024-09
89,14,1,Juice,Beverages,2.52,3.62,390,1/5/2024,3.62,1.1,2024-01
90,11,3,Coffee,Beverages,0.7,1.06,54,9/17/2024,3.18,1.08,2024-09
90,1,1,Milk,Dairy,4.06,5.17,54,9/17/2024,5.17,1.11,2024-09
90,9,3,Eggs,Dairy,6.21,8.36,54,9/17/2024,25.08,6.45,2024-09
90,12,1,Sugar,Grocery,9.71,12.43,54,9/17/2024,12.43,2.72,2024-09
90,7,2,Rice,Grocery,1.05,1.32,54,9/17/2024,2.64,0.54,2024-09
91,3,2,Feta Cheese,Dairy,7.45,10.5,106,2/23/2024,21,6.1,2024-02
91,15,1,Soft Drinks,Beverages,2.23,2.72,106,2/23/2024,2.72,0.49,2024-02
91,5,3,Olive Oil,Grocery,1.98,2.61,106,2/23/2024,7.83,1.89,2024-02
91,12,1,Sugar,Grocery,9.71,12.43,106,2/23/2024,12.43,2.72,2024-02
92,11,1,Coffee,Beverages,0.7,1.06,260,2/16/2024,1.06,0.36,2024-02
92,4,1,Yogurt,Dairy,6.19,8.5,260,2/16/2024,8.5,2.31,2024-02
92,7,1,Rice,Grocery,1.05,1.32,260,2/16/2024,1.32,0.27,2024-02
92,7,1,Rice,Grocery,1.05,1.32,260,2/16/2024,1.32,0.27,2024-02
93,10,2,Apples,Fruits,7.23,9.99,310,8/2/2024,19.98,5.52,2024-08
93,7,2,Rice,Grocery,1.05,1.32,310,8/2/2024,2.64,0.54,2024-08
93,15,2,Soft Drinks,Beverages,2.23,2.72,310,8/2/2024,5.44,0.98,2024-08
93,5,3,Olive Oil,Grocery,1.98,2.61,310,8/2/2024,7.83,1.89,2024-08
93,7,1,Rice,Grocery,1.05,1.32,310,8/2/2024,1.32,0.27,2024-08
94,11,2,Coffee,Beverages,0.7,1.06,477,6/25/2024,2.12,0.72,2024-06
94,15,1,Soft Drinks,Beverages,2.23,2.72,477,6/25/2024,2.72,0.49,2024-06
94,10,2,Apples,Fruits,7.23,9.99,477,6/25/2024,19.98,5.52,2024-06
95,1,1,Milk,Dairy,4.06,5.17,191,1/9/2024,5.17,1.11,2024-01
95,6,3,Pasta,Grocery,1.98,2.86,191,1/9/2024,8.58,2.64,2024-01
95,14,1,Juice,Beverages,2.52,3.62,191,1/9/2024,3.62,1.1,2024-01
95,8,2,Chicken,Meat,8.73,11.5,191,1/9/2024,23,5.54,2024-01
96,2,3,Bread,Bakery,9.53,12.6,402,4/8/2024,37.8,9.21,2024-04
97,2,1,Bread,Bakery,9.53,12.6,218,1/20/2024,12.6,3.07,2024-01
97,13,1,Butter,Dairy,8.41,11.82,218,1/20/2024,11.82,3.41,2024-01
98,8,1,Chicken,Meat,8.73,11.5,44,8/28/2024,11.5,2.77,2024-08
98,1,2,Milk,Dairy,4.06,5.17,44,8/28/2024,10.34,2.22,2024-08
98,4,1,Yogurt,Dairy,6.19,8.5,44,8/28/2024,8.5,2.31,2024-08
99,13,2,Butter,Dairy,8.41,11.82,162,3/1/2024,23.64,6.82,2024-03
100,15,3,Soft Drinks,Beverages,2.23,2.72,202,6/26/2024,8.16,1.47,2024-06
100,13,2,Butter,Dairy,8.41,11.82,202,6/26/2024,23.64,6.82,2024-06
100,7,3,Rice,Grocery,1.05,1.32,202,6/26/2024,3.96,0.81,2024-06
100,10,2,Apples,Fruits,7.23,9.99,202,6/26/2024,19.98,5.52,2024-06
